user_id,product_id,product_name,category,price,rating,review_text,review_language,sentiment
user_0002,RGBKeyboard_Blaze_cad5b409,RGBKeyboard Blaze,Gaming,238.16,3.7,"Kaam chal raha hai, choti problems hain.",roman_urdu,neutral
user_0002,HDWebcam_Vision_5e158266,HDWebcam Vision,Electronics,232.99,4.1,"Average quality, nothing special.",english,neutral
user_0002,RGBKeyboard_Blaze_739af198,RGBKeyboard Blaze,Gaming,268.52,3.2,"Theek hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0003,SmartWatch_Neo_A_8ac9ce14,SmartWatch Neo,Fitness,37.71,4.9,Excellent quality and performance. Highly recommended!,english,positive
user_0003,SmartWatch_Neo_B_7fd4137f,SmartWatch Neo,Fitness,33.13,3.5,"Theek thaak hai, thoda behtar ho sakta tha.",roman_urdu,neutral
user_0003,SmartWatch_Neo_C_7d98e8a5,SmartWatch Neo,Fitness,31.09,1.9,"Bad experience, would not buy again.",english,negative
user_0003,HDWebcam_Vision_5e158266,HDWebcam Vision,Electronics,232.99,4.1,"Decent performance, some minor flaws.",english,neutral
user_0003,MiniTripod_Flex_067fe00d,MiniTripod Flex,Accessories,190.59,4.5,"Bohat achha, zabardast kaam karta hai!",roman_urdu,positive
user_0003,RGBKeyboard_Blaze_739af198,RGBKeyboard Blaze,Gaming,268.52,3.2,"Theek hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0003,YogaBlocks_Set_4a149289,YogaBlocks Set,Fitness,81.05,4.2,Excellent build and performance.,english,positive
user_0003,TravelBottle_Steel_acf6fa54,TravelBottle Steel,Outdoors,90.16,2.7,"Poor quality, had several issues.",english,negative
user_0003,YogaBlocks_Set_f0346fb7,YogaBlocks Set,Fitness,86.27,2.9,"Theek hai, price ke hisaab se sahi.",roman_urdu,negative
user_0003,TravelBottle_Steel_e2e94013,TravelBottle Steel,Outdoors,81.84,2.8,"Poor quality, had several issues.",english,negative
user_0004,EcoKettle_Plus_A_2136b335,EcoKettle Plus,Electronics,41.83,4.8,"Performance lajawab, recommend karta hoon.",roman_urdu,positive
user_0004,EcoKettle_Plus_B_ed95dcc3,EcoKettle Plus,Electronics,39.4,3.5,"Average cheez hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0004,EcoKettle_Plus_C_892a2f1d,EcoKettle Plus,Electronics,32.32,2.6,"Not recommended, had multiple issues.",english,positive
user_0004,MiniTripod_Flex_067fe00d,MiniTripod Flex,Accessories,190.59,4.5,"Great product, works perfectly!",english,positive
user_0004,SmartScale_Fit_48a8a757,SmartScale Fit,Wearables,54.46,2.7,Bad experience overall.,english,negative
user_0004,MiniTripod_Flex_07626a77,MiniTripod Flex,Accessories,199.0,3.8,"Average quality, nothing special.",english,neutral
user_0004,YogaBlocks_Set_4a149289,YogaBlocks Set,Fitness,81.05,4.2,"Highly satisfied, would recommend.",english,positive
user_0004,BodyLotion_Natural_f4ab238c,BodyLotion Natural,Beauty,98.47,4.5,"Highly satisfied, would recommend.",english,positive
user_0004,YogaBlocks_Set_f0346fb7,YogaBlocks Set,Fitness,86.27,2.9,"Decent performance, some minor flaws.",english,negative
user_0004,ChefKnife_Pro_4e8d0107,ChefKnife Pro,Kitchen,18.44,3.3,"Okay product, acceptable for the price.",english,neutral
user_0005,HyperLaptop_Pro_A_6ce12a4f,HyperLaptop Pro,Electronics,108.71,4.6,"Great value for money, sturdy build and fast.",english,positive
user_0005,HyperLaptop_Pro_B_a10a3b33,HyperLaptop Pro,Electronics,108.11,3.2,"Decent, works fine but could be better.",english,neutral
user_0005,HyperLaptop_Pro_C_c355f016,HyperLaptop Pro,Electronics,90.21,2.3,"Bad experience, would not buy again.",english,negative
user_0005,WirelessCharger_Pad_715739a2,WirelessCharger Pad,Electronics,243.69,2.9,"Average quality, nothing special.",english,negative
user_0005,EcoVacuum_Lite_fbb0766d,EcoVacuum Lite,Home Appliances,88.7,3.8,"Theek hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0005,ChefKnife_Pro_5ad71c5a,ChefKnife Pro,Kitchen,20.39,3.6,"Average cheez, zyada khaas nahi.",roman_urdu,neutral
user_0005,HDWebcam_Vision_404fc7ec,HDWebcam Vision,Electronics,254.81,3.4,"Average quality, nothing special.",english,neutral
user_0005,YogaBlocks_Set_fffbf334,YogaBlocks Set,Fitness,94.82,3.3,"Decent performance, some minor flaws.",english,neutral
user_0005,TravelBottle_Steel_d4ce1349,TravelBottle Steel,Outdoors,84.94,4.8,Excellent build and performance.,english,positive
user_0005,WirelessCharger_Pad_80444b01,WirelessCharger Pad,Electronics,250.37,3.0,"Theek hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0006,SuperPhone_X_A_9bd0d8f9,SuperPhone X,Electronics,314.48,4.6,Excellent quality and performance. Highly recommended!,english,positive
user_0006,SuperPhone_X_B_abad31c1,SuperPhone X,Electronics,250.53,3.3,"Theek thaak hai, thoda behtar ho sakta tha.",roman_urdu,neutral
user_0006,SuperPhone_X_C_9fbb4557,SuperPhone X,Electronics,251.54,2.2,"Recommend nahi karunga, bohat maslay aaye.",roman_urdu,negative
user_0006,YogaBlocks_Set_4a149289,YogaBlocks Set,Fitness,81.05,4.2,Excellent build and performance.,english,positive
user_0006,WirelessCharger_Pad_715739a2,WirelessCharger Pad,Electronics,243.69,2.9,"Kaam chal raha hai, choti problems hain.",roman_urdu,negative
user_0006,WirelessCharger_Pad_80444b01,WirelessCharger Pad,Electronics,250.37,3.0,"Decent performance, some minor flaws.",english,neutral
user_0006,TravelBottle_Steel_d4ce1349,TravelBottle Steel,Outdoors,84.94,4.8,"Highly satisfied, would recommend.",english,positive
user_0006,EcoVacuum_Lite_fbb0766d,EcoVacuum Lite,Home Appliances,88.7,3.8,"Average cheez, zyada khaas nahi.",roman_urdu,neutral
user_0006,RGBKeyboard_Blaze_739af198,RGBKeyboard Blaze,Gaming,268.52,3.2,"Theek hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0006,HDWebcam_Vision_5e158266,HDWebcam Vision,Electronics,232.99,4.1,"Theek hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0007,EcoKettle_Plus_A_2136b335,EcoKettle Plus,Electronics,41.83,4.8,Excellent quality and performance. Highly recommended!,english,positive
user_0007,EcoKettle_Plus_B_ed95dcc3,EcoKettle Plus,Electronics,39.4,3.5,"Theek thaak hai, thoda behtar ho sakta tha.",roman_urdu,neutral
user_0007,EcoKettle_Plus_C_892a2f1d,EcoKettle Plus,Electronics,32.32,2.6,"Recommend nahi karunga, bohat maslay aaye.",roman_urdu,negative
user_0007,TravelBottle_Steel_d4ce1349,TravelBottle Steel,Outdoors,84.94,4.8,Excellent build and performance.,english,positive
user_0007,MiniTripod_Flex_07626a77,MiniTripod Flex,Accessories,199.0,3.8,"Theek hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0007,MiniTripod_Flex_067fe00d,MiniTripod Flex,Accessories,190.59,4.5,Excellent build and performance.,english,positive
user_0007,ChefKnife_Pro_92495d14,ChefKnife Pro,Kitchen,21.93,4.4,"Bohat achha, zabardast kaam karta hai!",roman_urdu,positive
user_0007,RGBKeyboard_Blaze_739af198,RGBKeyboard Blaze,Gaming,268.52,3.2,"Okay product, acceptable for the price.",english,neutral
user_0007,TravelBottle_Steel_acf6fa54,TravelBottle Steel,Outdoors,90.16,2.7,"Quality kamzor, maslay aaye.",roman_urdu,negative
user_0007,HDWebcam_Vision_97e782dd,HDWebcam Vision,Electronics,254.78,3.6,"Average quality, nothing special.",english,neutral
user_0008,SkinCare_Serum_A_38a38ece,SkinCare Serum,Audio,1067.5,4.9,"Performance lajawab, recommend karta hoon.",roman_urdu,positive
user_0008,SkinCare_Serum_B_fd882462,SkinCare Serum,Audio,850.38,3.2,"Average performance, okay for the price.",english,neutral
user_0008,SkinCare_Serum_C_b7a4179c,SkinCare Serum,Audio,769.7,1.8,"Poor quality, disappointed with the performance.",english,negative
user_0008,ChefKnife_Pro_4e8d0107,ChefKnife Pro,Kitchen,18.44,3.3,"Okay product, acceptable for the price.",english,neutral
user_0008,YogaBlocks_Set_f0346fb7,YogaBlocks Set,Fitness,86.27,2.9,"Okay product, acceptable for the price.",english,negative
user_0008,RGBKeyboard_Blaze_739af198,RGBKeyboard Blaze,Gaming,268.52,3.2,"Theek hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0008,EcoVacuum_Lite_7bbb9d2e,EcoVacuum Lite,Home Appliances,83.5,4.2,"Mazay ka product, recommend karta hoon.",roman_urdu,positive
user_0008,TravelBottle_Steel_d4ce1349,TravelBottle Steel,Outdoors,84.94,4.8,"Highly satisfied, would recommend.",english,positive
user_0008,EcoVacuum_Lite_fbb0766d,EcoVacuum Lite,Home Appliances,88.7,3.8,"Average cheez, zyada khaas nahi.",roman_urdu,neutral
user_0008,MiniTripod_Flex_067fe00d,MiniTripod Flex,Accessories,190.59,4.5,"Mazay ka product, recommend karta hoon.",roman_urdu,positive
user_0009,UltraEarbuds_2_A_aea8be65,UltraEarbuds 2,Beauty,118.77,4.6,"Great value for money, sturdy build and fast.",english,positive
user_0009,UltraEarbuds_2_B_5909ec8e,UltraEarbuds 2,Beauty,115.97,3.9,"Average cheez hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0009,UltraEarbuds_2_C_a013ca02,UltraEarbuds 2,Beauty,89.46,2.0,"Burra tajurba, dubara nahi loonga.",roman_urdu,negative
user_0009,MiniTripod_Flex_067fe00d,MiniTripod Flex,Accessories,190.59,4.5,"Quality lajawab, khush hoon.",roman_urdu,positive
user_0009,HDWebcam_Vision_404fc7ec,HDWebcam Vision,Electronics,254.81,3.4,"Decent performance, some minor flaws.",english,neutral
user_0009,MiniTripod_Flex_16d9c6f7,MiniTripod Flex,Accessories,210.62,2.8,"Disappointed, not as described.",english,negative
user_0009,TravelBottle_Steel_e2e94013,TravelBottle Steel,Outdoors,81.84,2.8,"Mayoos ho gaya, jaisa bataya waisa nahi.",roman_urdu,negative
user_0009,SmartScale_Fit_48a8a757,SmartScale Fit,Wearables,54.46,2.7,"Poor quality, had several issues.",english,negative
user_0009,SmartScale_Fit_286e9caa,SmartScale Fit,Wearables,49.85,2.7,"Disappointed, not as described.",english,negative
user_0009,YogaBlocks_Set_f0346fb7,YogaBlocks Set,Fitness,86.27,2.9,"Decent performance, some minor flaws.",english,negative
user_0010,SmartWatch_Neo_A_8ac9ce14,SmartWatch Neo,Fitness,37.71,4.9,"Quality zabardast, paisay wasool ho gaye.",roman_urdu,positive
user_0010,SmartWatch_Neo_B_7fd4137f,SmartWatch Neo,Fitness,33.13,3.5,"Zyada khaas nahi, kuch choti problems hain.",roman_urdu,neutral
user_0010,SmartWatch_Neo_C_7d98e8a5,SmartWatch Neo,Fitness,31.09,1.9,"Poor quality, disappointed with the performance.",english,negative
user_0010,YogaBlocks_Set_fffbf334,YogaBlocks Set,Fitness,94.82,3.3,"Average quality, nothing special.",english,neutral
user_0010,BodyLotion_Natural_3a513da6,BodyLotion Natural,Beauty,81.2,4.2,Excellent build and performance.,english,positive
user_0010,HDWebcam_Vision_97e782dd,HDWebcam Vision,Electronics,254.78,3.6,"Decent performance, some minor flaws.",english,neutral
user_0010,EcoVacuum_Lite_fbb0766d,EcoVacuum Lite,Home Appliances,88.7,3.8,"Decent performance, some minor flaws.",english,neutral
user_0010,SmartScale_Fit_e45d608f,SmartScale Fit,Wearables,45.57,4.5,"Quality lajawab, khush hoon.",roman_urdu,positive
user_0010,MiniTripod_Flex_16d9c6f7,MiniTripod Flex,Accessories,210.62,2.8,"Burra tajurba, pasand nahi aaya.",roman_urdu,negative
user_0010,BodyLotion_Natural_3e6ef04a,BodyLotion Natural,Beauty,93.26,3.7,"Decent performance, some minor flaws.",english,neutral
user_0011,SmartWatch_Neo_A_8ac9ce14,SmartWatch Neo,Fitness,37.71,4.9,"Performance lajawab, recommend karta hoon.",roman_urdu,positive
user_0011,SmartWatch_Neo_B_7fd4137f,SmartWatch Neo,Fitness,33.13,3.5,"Theek thaak hai, thoda behtar ho sakta tha.",roman_urdu,neutral
user_0011,SmartWatch_Neo_C_7d98e8a5,SmartWatch Neo,Fitness,31.09,1.9,"Poor quality, disappointed with the performance.",english,negative
user_0011,HDWebcam_Vision_97e782dd,HDWebcam Vision,Electronics,254.78,3.6,"Average cheez, zyada khaas nahi.",roman_urdu,neutral
user_0011,EcoVacuum_Lite_bf53879c,EcoVacuum Lite,Home Appliances,90.69,4.2,"Mazay ka product, recommend karta hoon.",roman_urdu,positive
user_0011,ChefKnife_Pro_4e8d0107,ChefKnife Pro,Kitchen,18.44,3.3,"Kaam chal raha hai, choti problems hain.",roman_urdu,neutral
user_0011,YogaBlocks_Set_f0346fb7,YogaBlocks Set,Fitness,86.27,2.9,"Kaam chal raha hai, choti problems hain.",roman_urdu,negative
user_0011,EcoVacuum_Lite_7bbb9d2e,EcoVacuum Lite,Home Appliances,83.5,4.2,Excellent build and performance.,english,positive
user_0011,RGBKeyboard_Blaze_3e036230,RGBKeyboard Blaze,Gaming,233.92,4.6,"Highly satisfied, would recommend.",english,positive
user_0011,RGBKeyboard_Blaze_739af198,RGBKeyboard Blaze,Gaming,268.52,3.2,"Okay product, acceptable for the price.",english,neutral
user_0012,SmartWatch_Neo_A_8ac9ce14,SmartWatch Neo,Fitness,37.71,4.9,"Top-notch product, exceeded my expectations.",english,positive
user_0012,SmartWatch_Neo_B_7fd4137f,SmartWatch Neo,Fitness,33.13,3.5,"Decent, works fine but could be better.",english,neutral
user_0012,SmartWatch_Neo_C_7d98e8a5,SmartWatch Neo,Fitness,31.09,1.9,"Poor quality, disappointed with the performance.",english,negative
user_0012,YogaBlocks_Set_f0346fb7,YogaBlocks Set,Fitness,86.27,2.9,"Decent performance, some minor flaws.",english,negative
user_0012,ChefKnife_Pro_5ad71c5a,ChefKnife Pro,Kitchen,20.39,3.6,"Average cheez, zyada khaas nahi.",roman_urdu,neutral
user_0012,YogaBlocks_Set_fffbf334,YogaBlocks Set,Fitness,94.82,3.3,"Average quality, nothing special.",english,neutral
user_0012,MiniTripod_Flex_07626a77,MiniTripod Flex,Accessories,199.0,3.8,"Kaam chal raha hai, choti problems hain.",roman_urdu,neutral
user_0012,ChefKnife_Pro_92495d14,ChefKnife Pro,Kitchen,21.93,4.4,"Highly satisfied, would recommend.",english,positive
user_0012,TravelBottle_Steel_e2e94013,TravelBottle Steel,Outdoors,81.84,2.8,"Disappointed, not as described.",english,negative
user_0012,WirelessCharger_Pad_715739a2,WirelessCharger Pad,Electronics,243.69,2.9,"Decent performance, some minor flaws.",english,negative
user_0013,BluetoothSpeaker_Mini_A_c01ce88e,BluetoothSpeaker Mini,Accessories,1074.2,4.7,Excellent quality and performance. Highly recommended!,english,positive
user_0013,BluetoothSpeaker_Mini_B_4ccd4c59,BluetoothSpeaker Mini,Accessories,927.05,3.6,"Decent, works fine but could be better.",english,neutral
user_0013,BluetoothSpeaker_Mini_C_f26ca879,BluetoothSpeaker Mini,Accessories,865.46,2.1,"Not recommended, had multiple issues.",english,positive
user_0013,BodyLotion_Natural_3a513da6,BodyLotion Natural,Beauty,81.2,4.2,"Bohat achha, zabardast kaam karta hai!",roman_urdu,positive
user_0013,EcoVacuum_Lite_fbb0766d,EcoVacuum Lite,Home Appliances,88.7,3.8,"Decent performance, some minor flaws.",english,neutral
user_0013,SmartScale_Fit_286e9caa,SmartScale Fit,Wearables,49.85,2.7,Bad experience overall.,english,negative
user_0013,SmartScale_Fit_e45d608f,SmartScale Fit,Wearables,45.57,4.5,"Quality lajawab, khush hoon.",roman_urdu,positive
user_0013,HDWebcam_Vision_404fc7ec,HDWebcam Vision,Electronics,254.81,3.4,"Okay product, acceptable for the price.",english,neutral
user_0013,ChefKnife_Pro_5ad71c5a,ChefKnife Pro,Kitchen,20.39,3.6,"Theek hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0013,BodyLotion_Natural_f4ab238c,BodyLotion Natural,Beauty,98.47,4.5,"Bohat achha, zabardast kaam karta hai!",roman_urdu,positive
user_0014,GamingMouse_GT_A_eb1b9c37,GamingMouse GT,Kitchen,286.67,4.8,Excellent quality and performance. Highly recommended!,english,positive
user_0014,GamingMouse_GT_B_ed2068fd,GamingMouse GT,Kitchen,262.69,3.5,"Average performance, okay for the price.",english,neutral
user_0014,GamingMouse_GT_C_2be3cd71,GamingMouse GT,Kitchen,226.05,1.8,"Burra tajurba, dubara nahi loonga.",roman_urdu,negative
user_0014,HDWebcam_Vision_404fc7ec,HDWebcam Vision,Electronics,254.81,3.4,"Average quality, nothing special.",english,neutral
user_0014,TravelBottle_Steel_e2e94013,TravelBottle Steel,Outdoors,81.84,2.8,"Burra tajurba, pasand nahi aaya.",roman_urdu,negative
user_0014,SmartScale_Fit_48a8a757,SmartScale Fit,Wearables,54.46,2.7,"Quality kamzor, maslay aaye.",roman_urdu,negative
user_0014,ChefKnife_Pro_4e8d0107,ChefKnife Pro,Kitchen,18.44,3.3,"Kaam chal raha hai, choti problems hain.",roman_urdu,neutral
user_0014,RGBKeyboard_Blaze_3e036230,RGBKeyboard Blaze,Gaming,233.92,4.6,"Great product, works perfectly!",english,positive
user_0014,YogaBlocks_Set_4a149289,YogaBlocks Set,Fitness,81.05,4.2,"Quality lajawab, khush hoon.",roman_urdu,positive
user_0014,EcoVacuum_Lite_bf53879c,EcoVacuum Lite,Home Appliances,90.69,4.2,"Great product, works perfectly!",english,positive
user_0015,EcoKettle_Plus_A_2136b335,EcoKettle Plus,Electronics,41.83,4.8,"Great value for money, sturdy build and fast.",english,positive
user_0015,EcoKettle_Plus_B_ed95dcc3,EcoKettle Plus,Electronics,39.4,3.5,"Average performance, okay for the price.",english,neutral
user_0015,EcoKettle_Plus_C_892a2f1d,EcoKettle Plus,Electronics,32.32,2.6,"Bad experience, would not buy again.",english,negative
user_0015,SmartScale_Fit_e45d608f,SmartScale Fit,Wearables,45.57,4.5,"Great product, works perfectly!",english,positive
user_0015,MiniTripod_Flex_067fe00d,MiniTripod Flex,Accessories,190.59,4.5,"Highly satisfied, would recommend.",english,positive
user_0015,RGBKeyboard_Blaze_3e036230,RGBKeyboard Blaze,Gaming,233.92,4.6,"Great product, works perfectly!",english,positive
user_0015,RGBKeyboard_Blaze_cad5b409,RGBKeyboard Blaze,Gaming,238.16,3.7,"Average quality, nothing special.",english,neutral
user_0015,WirelessCharger_Pad_afe3d79d,WirelessCharger Pad,Electronics,272.66,4.6,Excellent build and performance.,english,positive
user_0015,HDWebcam_Vision_404fc7ec,HDWebcam Vision,Electronics,254.81,3.4,"Okay product, acceptable for the price.",english,neutral
user_0015,HDWebcam_Vision_97e782dd,HDWebcam Vision,Electronics,254.78,3.6,"Average cheez, zyada khaas nahi.",roman_urdu,neutral
user_0016,BluetoothSpeaker_Mini_A_c01ce88e,BluetoothSpeaker Mini,Accessories,1074.2,4.7,"Top-notch product, exceeded my expectations.",english,positive
user_0016,BluetoothSpeaker_Mini_B_4ccd4c59,BluetoothSpeaker Mini,Accessories,927.05,3.6,"Average performance, okay for the price.",english,neutral
user_0016,BluetoothSpeaker_Mini_C_f26ca879,BluetoothSpeaker Mini,Accessories,865.46,2.1,"Recommend nahi karunga, bohat maslay aaye.",roman_urdu,negative
user_0016,ChefKnife_Pro_4e8d0107,ChefKnife Pro,Kitchen,18.44,3.3,"Decent performance, some minor flaws.",english,neutral
user_0016,EcoVacuum_Lite_7bbb9d2e,EcoVacuum Lite,Home Appliances,83.5,4.2,"Highly satisfied, would recommend.",english,positive
user_0016,MiniTripod_Flex_16d9c6f7,MiniTripod Flex,Accessories,210.62,2.8,"Quality kamzor, maslay aaye.",roman_urdu,negative
user_0016,SmartScale_Fit_e45d608f,SmartScale Fit,Wearables,45.57,4.5,Excellent build and performance.,english,positive
user_0016,WirelessCharger_Pad_80444b01,WirelessCharger Pad,Electronics,250.37,3.0,"Average quality, nothing special.",english,neutral
user_0016,YogaBlocks_Set_fffbf334,YogaBlocks Set,Fitness,94.82,3.3,"Decent performance, some minor flaws.",english,neutral
user_0016,RGBKeyboard_Blaze_cad5b409,RGBKeyboard Blaze,Gaming,238.16,3.7,"Kaam chal raha hai, choti problems hain.",roman_urdu,neutral
user_0017,UltraEarbuds_2_A_aea8be65,UltraEarbuds 2,Beauty,118.77,4.6,"Great value for money, sturdy build and fast.",english,positive
user_0017,UltraEarbuds_2_B_5909ec8e,UltraEarbuds 2,Beauty,115.97,3.9,"Not bad, some minor issues.",english,negative
user_0017,UltraEarbuds_2_C_a013ca02,UltraEarbuds 2,Beauty,89.46,2.0,"Not recommended, had multiple issues.",english,positive
user_0017,SmartScale_Fit_286e9caa,SmartScale Fit,Wearables,49.85,2.7,"Poor quality, had several issues.",english,negative
user_0017,YogaBlocks_Set_4a149289,YogaBlocks Set,Fitness,81.05,4.2,"Great product, works perfectly!",english,positive
user_0017,TravelBottle_Steel_acf6fa54,TravelBottle Steel,Outdoors,90.16,2.7,"Poor quality, had several issues.",english,negative
user_0017,WirelessCharger_Pad_715739a2,WirelessCharger Pad,Electronics,243.69,2.9,"Average cheez, zyada khaas nahi.",roman_urdu,negative
user_0017,RGBKeyboard_Blaze_739af198,RGBKeyboard Blaze,Gaming,268.52,3.2,"Average quality, nothing special.",english,neutral
user_0017,EcoVacuum_Lite_7bbb9d2e,EcoVacuum Lite,Home Appliances,83.5,4.2,"Great product, works perfectly!",english,positive
user_0017,YogaBlocks_Set_fffbf334,YogaBlocks Set,Fitness,94.82,3.3,"Decent performance, some minor flaws.",english,neutral
user_0018,SkinCare_Serum_A_38a38ece,SkinCare Serum,Audio,1067.5,4.9,Excellent quality and performance. Highly recommended!,english,positive
user_0018,SkinCare_Serum_B_fd882462,SkinCare Serum,Audio,850.38,3.2,"Theek thaak hai, thoda behtar ho sakta tha.",roman_urdu,neutral
user_0018,SkinCare_Serum_C_b7a4179c,SkinCare Serum,Audio,769.7,1.8,"Burra tajurba, dubara nahi loonga.",roman_urdu,negative
user_0018,EcoVacuum_Lite_bf53879c,EcoVacuum Lite,Home Appliances,90.69,4.2,"Great product, works perfectly!",english,positive
user_0018,BodyLotion_Natural_3e6ef04a,BodyLotion Natural,Beauty,93.26,3.7,"Okay product, acceptable for the price.",english,neutral
user_0018,HDWebcam_Vision_404fc7ec,HDWebcam Vision,Electronics,254.81,3.4,"Okay product, acceptable for the price.",english,neutral
user_0018,WirelessCharger_Pad_afe3d79d,WirelessCharger Pad,Electronics,272.66,4.6,Excellent build and performance.,english,positive
user_0018,EcoVacuum_Lite_fbb0766d,EcoVacuum Lite,Home Appliances,88.7,3.8,"Theek hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0018,SmartScale_Fit_e45d608f,SmartScale Fit,Wearables,45.57,4.5,"Mazay ka product, recommend karta hoon.",roman_urdu,positive
user_0018,SmartScale_Fit_286e9caa,SmartScale Fit,Wearables,49.85,2.7,"Mayoos ho gaya, jaisa bataya waisa nahi.",roman_urdu,negative
user_0019,EcoKettle_Plus_A_2136b335,EcoKettle Plus,Electronics,41.83,4.8,"Great value for money, sturdy build and fast.",english,positive
user_0019,EcoKettle_Plus_B_ed95dcc3,EcoKettle Plus,Electronics,39.4,3.5,"Not bad, some minor issues.",english,negative
user_0019,EcoKettle_Plus_C_892a2f1d,EcoKettle Plus,Electronics,32.32,2.6,"Burra tajurba, dubara nahi loonga.",roman_urdu,negative
user_0019,TravelBottle_Steel_d4ce1349,TravelBottle Steel,Outdoors,84.94,4.8,"Highly satisfied, would recommend.",english,positive
user_0019,WirelessCharger_Pad_80444b01,WirelessCharger Pad,Electronics,250.37,3.0,"Kaam chal raha hai, choti problems hain.",roman_urdu,neutral
user_0019,EcoVacuum_Lite_7bbb9d2e,EcoVacuum Lite,Home Appliances,83.5,4.2,"Bohat achha, zabardast kaam karta hai!",roman_urdu,positive
user_0019,BodyLotion_Natural_f4ab238c,BodyLotion Natural,Beauty,98.47,4.5,"Mazay ka product, recommend karta hoon.",roman_urdu,positive
user_0019,MiniTripod_Flex_07626a77,MiniTripod Flex,Accessories,199.0,3.8,"Average cheez, zyada khaas nahi.",roman_urdu,neutral
user_0019,ChefKnife_Pro_5ad71c5a,ChefKnife Pro,Kitchen,20.39,3.6,"Decent performance, some minor flaws.",english,neutral
user_0019,YogaBlocks_Set_fffbf334,YogaBlocks Set,Fitness,94.82,3.3,"Decent performance, some minor flaws.",english,neutral
user_0020,PowerBank_Max_A_972b99ab,PowerBank Max,Accessories,56.3,4.5,"Performance lajawab, recommend karta hoon.",roman_urdu,positive
user_0020,PowerBank_Max_B_d08a550a,PowerBank Max,Accessories,55.73,3.9,"Average cheez hai, price ke hisaab se sahi.",roman_urdu,neutral
user_0020,PowerBank_Max_C_fa209e41,PowerBank Max,Accessories,52.65,2.6,"Recommend nahi karunga, bohat maslay aaye.",roman_urdu,negative
user_0020,EcoVacuum_Lite_7bbb9d2e,EcoVacuum Lite,Home Appliances,83.5,4.2,"Highly satisfied, would recommend.",english,positive
user_0020,MiniTripod_Flex_16d9c6f7,MiniTripod Flex,Accessories,210.62,2.8,"Quality kamzor, maslay aaye.",roman_urdu,negative
user_0020,YogaBlocks_Set_f0346fb7,YogaBlocks Set,Fitness,86.27,2.9,"Kaam chal raha hai, choti problems hain.",roman_urdu,negative
